,song_id,watson_response
294,541,"{'usage': {'text_units': 1, 'text_characters': 1150, 'features': 3}, 'sentiment': {'document': {'score': -0.667918, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.38408, 'joy': 0.334024, 'fear': 0.131534, 'disgust': 0.040215, 'anger': 0.077053}}}, 'categories': [{'score': 0.664005, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.63208, 'label': '/family and relationships/dating'}, {'score': 0.572632, 'label': '/family and relationships/bereavement'}]}"
295,579,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
296,683,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
297,1042,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
298,1084,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
299,1309,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
300,1471,"{'usage': {'text_units': 1, 'text_characters': 1585, 'features': 3}, 'sentiment': {'document': {'score': -0.860343, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.233202, 'joy': 0.365978, 'fear': 0.176951, 'disgust': 0.053707, 'anger': 0.09121}}}, 'categories': [{'score': 0.808952, 'label': ""/style & fashion/women's fashion/women's clothing/women's formal wear""}, {'score': 0.751321, 'label': ""/style & fashion/women's fashion/women's clothing/women's business wear""}, {'score': 0.684142, 'label': ""/style & fashion/women's fashion/women's clothing/women's casual wear""}]}"
301,1494,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
302,1756,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
303,1773,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
304,1805,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
305,1904,"{'usage': {'text_units': 1, 'text_characters': 1380, 'features': 3}, 'sentiment': {'document': {'score': -0.591606, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.216109, 'joy': 0.50812, 'fear': 0.165074, 'disgust': 0.03229, 'anger': 0.058141}}}, 'categories': [{'score': 0.854642, 'label': '/religion & spirituality'}, {'score': 0.818128, 'label': '/religion & spirituality/christianity'}, {'score': 0.766273, 'label': '/religion & spirituality/spirituality'}]}"
306,1916,"{'usage': {'text_units': 1, 'text_characters': 894, 'features': 3}, 'sentiment': {'document': {'score': -0.983771, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.319614, 'joy': 0.226554, 'fear': 0.129659, 'disgust': 0.057396, 'anger': 0.124756}}}, 'categories': [{'score': 0.606106, 'label': '/family and relationships'}, {'score': 0.597329, 'label': '/family and relationships/dating'}, {'score': 0.574654, 'label': '/movies/family and children movies'}]}"
307,1928,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
308,1948,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
309,1314,"{'usage': {'text_units': 1, 'text_characters': 732, 'features': 3}, 'sentiment': {'document': {'score': 0.632666, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.246335, 'joy': 0.430029, 'fear': 0.101996, 'disgust': 0.024443, 'anger': 0.095108}}}, 'categories': [{'score': 0.610801, 'label': '/religion & spirituality/islam'}, {'score': 0.575873, 'label': '/books and literature/fiction'}, {'score': 0.572059, 'label': '/family and relationships/dating'}]}"
310,144,"{'usage': {'text_units': 1, 'text_characters': 1034, 'features': 3}, 'sentiment': {'document': {'score': -0.521128, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.283305, 'joy': 0.448091, 'fear': 0.105623, 'disgust': 0.038944, 'anger': 0.068561}}}, 'categories': [{'score': 0.821746, 'label': '/family and relationships/dating'}, {'score': 0.664402, 'label': '/family and relationships/divorce'}, {'score': 0.621908, 'label': '/family and relationships/bereavement'}]}"
311,373,"{'usage': {'text_units': 1, 'text_characters': 1503, 'features': 3}, 'sentiment': {'document': {'score': 0.944564, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.173416, 'joy': 0.560294, 'fear': 0.145671, 'disgust': 0.028212, 'anger': 0.055171}}}, 'categories': [{'score': 0.987054, 'label': '/music and audio/dance and electronic music'}, {'score': 0.972637, 'label': '/fine art/dance'}]}"
312,1852,"{'usage': {'text_units': 1, 'text_characters': 1316, 'features': 3}, 'sentiment': {'document': {'score': -0.813225, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.339936, 'joy': 0.136328, 'fear': 0.214019, 'disgust': 0.036934, 'anger': 0.233535}}}, 'categories': [{'score': 0.632111, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.587388, 'label': '/family and relationships'}, {'score': 0.574141, 'label': '/music and audio/rock music'}]}"
313,221,"{'usage': {'text_units': 1, 'text_characters': 1273, 'features': 3}, 'sentiment': {'document': {'score': 0.525019, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.323107, 'joy': 0.456001, 'fear': 0.085918, 'disgust': 0.033746, 'anger': 0.060804}}}, 'categories': [{'score': 0.646068, 'label': '/family and relationships'}, {'score': 0.63963, 'label': '/family and relationships/dating'}, {'score': 0.629181, 'label': '/family and relationships/bereavement'}]}"
314,1011,"{'usage': {'text_units': 1, 'text_characters': 1850, 'features': 3}, 'sentiment': {'document': {'score': -0.872784, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.401903, 'joy': 0.279876, 'fear': 0.182118, 'disgust': 0.027003, 'anger': 0.075852}}}, 'categories': [{'score': 0.707385, 'label': ""/music and audio/children's music""}, {'score': 0.701054, 'label': '/family and relationships'}, {'score': 0.694161, 'label': '/family and relationships/dating'}]}"
315,935,"{'usage': {'text_units': 1, 'text_characters': 2774, 'features': 3}, 'sentiment': {'document': {'score': 0.464139, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.26048, 'joy': 0.327743, 'fear': 0.126731, 'disgust': 0.059642, 'anger': 0.107422}}}, 'categories': [{'score': 0.980446, 'label': '/music and audio/hip hop music'}]}"
316,216,"{'usage': {'text_units': 1, 'text_characters': 2121, 'features': 3}, 'sentiment': {'document': {'score': -0.549195, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.267231, 'joy': 0.360683, 'fear': 0.16257, 'disgust': 0.051136, 'anger': 0.087612}}}, 'categories': [{'score': 0.659878, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.613033, 'label': '/music and audio/jazz'}, {'score': 0.609237, 'label': '/family and relationships/dating'}]}"
317,289,"{'usage': {'text_units': 1, 'text_characters': 2256, 'features': 3}, 'sentiment': {'document': {'score': 0.943652, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.164905, 'joy': 0.505149, 'fear': 0.123538, 'disgust': 0.036606, 'anger': 0.086428}}}, 'categories': [{'score': 0.747761, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.739029, 'label': ""/music and audio/children's music""}, {'score': 0.65994, 'label': '/music and audio/rock music/soft rock'}]}"
318,587,"{'usage': {'text_units': 1, 'text_characters': 1351, 'features': 3}, 'sentiment': {'document': {'score': -0.552051, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.359895, 'joy': 0.282833, 'fear': 0.153065, 'disgust': 0.039097, 'anger': 0.099252}}}, 'categories': [{'score': 0.788845, 'label': '/family and relationships/dating'}, {'score': 0.677366, 'label': ""/music and audio/children's music""}, {'score': 0.642978, 'label': '/family and relationships/divorce'}]}"
319,849,"{'usage': {'text_units': 1, 'text_characters': 2545, 'features': 3}, 'sentiment': {'document': {'score': -0.952953, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.253871, 'joy': 0.335529, 'fear': 0.14018, 'disgust': 0.110773, 'anger': 0.087507}}}, 'categories': [{'score': 0.738316, 'label': ""/style & fashion/women's fashion/women's clothing/women's business wear""}, {'score': 0.70333, 'label': ""/style & fashion/women's fashion/women's clothing/women's formal wear""}, {'score': 0.686587, 'label': '/family and relationships'}]}"
320,850,"{'usage': {'text_units': 1, 'text_characters': 2545, 'features': 3}, 'sentiment': {'document': {'score': -0.952953, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.253871, 'joy': 0.335529, 'fear': 0.14018, 'disgust': 0.110773, 'anger': 0.087507}}}, 'categories': [{'score': 0.738316, 'label': ""/style & fashion/women's fashion/women's clothing/women's business wear""}, {'score': 0.70333, 'label': ""/style & fashion/women's fashion/women's clothing/women's formal wear""}, {'score': 0.686587, 'label': '/family and relationships'}]}"
321,892,"{'usage': {'text_units': 1, 'text_characters': 1967, 'features': 3}, 'sentiment': {'document': {'score': 0.398695, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.207271, 'joy': 0.447649, 'fear': 0.199909, 'disgust': 0.061597, 'anger': 0.07192}}}, 'categories': [{'score': 0.67992, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.610193, 'label': '/music and audio/hip hop music'}, {'score': 0.584762, 'label': ""/music and audio/children's music""}]}"
322,1006,"{'usage': {'text_units': 1, 'text_characters': 1546, 'features': 3}, 'sentiment': {'document': {'score': -0.585344, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.266001, 'joy': 0.244882, 'fear': 0.197008, 'disgust': 0.058143, 'anger': 0.106147}}}, 'categories': [{'score': 0.689437, 'label': '/family and relationships'}, {'score': 0.675144, 'label': '/family and relationships/dating'}, {'score': 0.673261, 'label': '/music and audio/r&b|soul|funk'}]}"
323,1447,"{'usage': {'text_units': 1, 'text_characters': 1595, 'features': 3}, 'sentiment': {'document': {'score': -0.706503, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.247706, 'joy': 0.336765, 'fear': 0.209016, 'disgust': 0.040463, 'anger': 0.071591}}}, 'categories': [{'score': 0.673469, 'label': ""/music and audio/children's music""}, {'score': 0.664671, 'label': '/music and audio/hip hop music'}, {'score': 0.662199, 'label': '/family and relationships/dating'}]}"
324,1537,"{'usage': {'text_units': 1, 'text_characters': 2129, 'features': 3}, 'sentiment': {'document': {'score': 0.4978, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.250143, 'joy': 0.458431, 'fear': 0.15846, 'disgust': 0.033884, 'anger': 0.083496}}}, 'categories': [{'score': 0.689252, 'label': ""/music and audio/children's music""}, {'score': 0.641488, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.635464, 'label': '/music and audio/r&b|soul|funk'}]}"
